Region,County,District,District Name, Charter Status,Staff_Category,Staff,FTE Count,Total Base Pay,Average Base Pay,Year
10,DALLAS COUNTY,57819.0,JEAN MASSIEU ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 1,1.0,47275.0,47275.0,2018-2019
10,DALLAS COUNTY,57819.0,JEAN MASSIEU ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 2,1.0,49298.0,49293.0,2018-2019
10,DALLAS COUNTY,57819.0,JEAN MASSIEU ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 3,1.0,46230.0,46225.0,2018-2019
10,DALLAS COUNTY,57819.0,JEAN MASSIEU ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 4,1.0,53999.0,53999.0,2018-2019
10,DALLAS COUNTY,57819.0,JEAN MASSIEU ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 5,1.0,49100.0,49100.0,2018-2019
10,DALLAS COUNTY,57819.0,JEAN MASSIEU ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 6,1.0,49100.0,49100.0,2018-2019
10,DALLAS COUNTY,57819.0,JEAN MASSIEU ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 7,1.0,49100.0,49100.0,2018-2019
10,DALLAS COUNTY,57819.0,JEAN MASSIEU ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 8,1.0,49100.0,49100.0,2018-2019
10,DALLAS COUNTY,57819.0,JEAN MASSIEU ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADES 9-12,2.27,121945.0,53645.0,2018-2019
10,DALLAS COUNTY,57819.0,JEAN MASSIEU ACADEMY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,14.15,702603.0,49644.0,2018-2019
10,DALLAS COUNTY,57819.0,JEAN MASSIEU ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ASSISTANT PRINCIPAL,1.0,57000.0,57000.0,2018-2019
10,DALLAS COUNTY,57819.0,JEAN MASSIEU ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1.0,98000.0,98000.0,2018-2019
10,DALLAS COUNTY,57819.0,JEAN MASSIEU ACADEMY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,2.0,155000.0,77500.0,2018-2019
10,DALLAS COUNTY,57819.0,JEAN MASSIEU ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,16.15,857603.0,53093.0,2018-2019
10,DALLAS COUNTY,57819.0,JEAN MASSIEU ACADEMY,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,3.76,83118.0,22109.0,2018-2019
10,DALLAS COUNTY,57819.0,JEAN MASSIEU ACADEMY,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,3.76,83118.0,22109.0,2018-2019
10,DALLAS COUNTY,57819.0,JEAN MASSIEU ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,BUSNESS/FINANCE CLERICAL,1.0,58000.0,58000.0,2018-2019
10,DALLAS COUNTY,57819.0,JEAN MASSIEU ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CAMPUS OFFICE/CLERICAL,1.0,34000.0,34000.0,2018-2019
10,DALLAS COUNTY,57819.0,JEAN MASSIEU ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CUSTODIAL-STAFF SRV IN AUX/SPT,1.0,21000.0,21000.0,2018-2019
10,DALLAS COUNTY,57819.0,JEAN MASSIEU ACADEMY,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,MAINTENANCE-STF SRV IN AUX/SPT,1.0,36113.0,36113.0,2018-2019
10,DALLAS COUNTY,57819.0,JEAN MASSIEU ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL AUXILIARY STAFF,4.0,149113.0,37278.0,2018-2019
10,DALLAS COUNTY,57819.0,JEAN MASSIEU ACADEMY,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,23.91,1089834.0,45576.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,PRE-KINDERGARTEN,3.0,179600.0,59867.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN,4.5,287617.0,63949.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ELEMENTARY (GRADES 1-6),0.37,10316.0,28063.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),3.0,182583.0,60855.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ALL GRADE LEVELS,3.0,205785.0,68595.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 1,4.43,275711.0,62277.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 2,4.43,280734.0,63405.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 3,4.43,293848.0,66367.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 4,5.43,358736.0,66100.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 5,5.43,335234.0,61766.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 6,8.35,531670.0,63666.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 7,7.29,452159.0,62034.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 8,5.81,381566.0,65683.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADES 9-12,1.49,93971.0,62996.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,60.94,3869530.0,63494.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,CUSTODIAL-SRV IN PROF/MGT ROLE,1.0,47380.0,47380.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,EDUCATIONAL DIAGNOSTICIAN,1.0,70000.0,70000.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,FOOD SERVICE PROFESSIONAL,1.0,57680.0,57680.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,LEA/CMP INFO TECH PROFESSIONAL,1.0,57650.0,57650.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,LIBRARIAN,1.0,65300.0,65300.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SCHOOL COUNSELOR,2.0,138170.0,69085.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SPEECH THRPST/SPEECH-LANG PATH,2.0,140735.0,70368.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TOTAL SUPPORT STAFF,9.0,576915.0,64102.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ASSISTANT PRINCIPAL,2.0,168815.0,84408.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,ATHLETIC DIRECTOR,1.0,54880.0,54880.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,BUSINESS MANAGER,1.0,87355.0,87355.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,DIST INSTR PGM DIR OR EXC DIR,5.06,399950.0,79002.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,PRINCIPAL,2.0,181125.0,90563.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1.0,122980.0,122980.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,12.06,1015105.0,84154.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER, ,TOTAL PROFESSIONAL STAFF,82.01,5461550.0,66600.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,30.0,980236.0,32675.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,30.0,980236.0,32675.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CAMPUS OFFICE/CLERICAL,3.75,147245.0,39265.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CENTRAL OFFICE/CLERICAL,4.0,171155.0,42789.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CHILD NUTRITION,6.52,139642.0,21413.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,CUSTODIAL-STAFF SRV IN AUX/SPT,5.0,126006.0,25201.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER,AUXILIARY STAFF,OTHR NON-EXEMPT AUX INC VOLUNT,4.86,212380.0,43738.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER, ,TOTAL AUXILIARY STAFF,24.13,796428.0,33010.0,2018-2019
10,DALLAS COUNTY,57839.0,LA ACADEMIA DE ESTRELLAS,OPEN ENROLLMENT CHARTER, ,TOTAL PERSONNEL,136.13,7238214.0,53170.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,PRE-KINDERGARTEN,24.0,1439102.0,59963.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,KINDERGARTEN,26.91,1586327.0,58952.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,ELEMENTARY (GRADES 1-6),19.58,1194947.0,61031.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),13.78,803839.0,58323.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,ALL GRADE LEVELS,18.4,1115005.0,60605.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 1,25.33,1478936.0,58387.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 2,25.1,1491710.0,59431.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 3,25.74,1579183.0,61341.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 4,26.42,1520041.0,57527.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 5,27.95,1647402.0,58944.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 6,27.17,1606170.0,59121.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 7,24.19,1423899.0,58865.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADE 8,24.4,1413096.0,57915.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,GRADES 9-12,126.15,7650706.0,60646.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,TEACHING STAFF,TOTAL TEACHING STAFF,435.12,25950363.0,59639.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,ATHLETIC TRAINER,3.0,199319.0,66440.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,BUSINESS SERVICES PROFESSIONAL,3.0,297328.0,99109.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,COMMUNICATIONS PROFESSIONAL,3.0,172680.0,57560.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,CUSTODIAL-SRV IN PROF/MGT ROLE,2.0,116488.0,58244.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,EDUCATIONAL DIAGNOSTICIAN,4.0,285936.0,71484.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,LEA/CMP INFO TECH PROFESSIONAL,5.0,431510.0,86302.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,LIBRARIAN,4.0,304126.0,76032.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,MAINTENANCE-SRV IN PRF/MGT RLE,1.0,75000.0,75000.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,OCCUPATIONAL THERAPIST,1.0,82048.0,82048.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,OTH CAMP EXEMPT PROFESSNAL AUX,2.0,153934.0,76967.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,OTHR LEA EXEMPT PROFESSNAL AUX,12.71,952272.0,74943.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,SCHOOL COUNSELOR,18.0,1297175.0,72065.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,SCHOOL NURSE,5.91,286943.0,48560.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,SECURITY,3.0,253280.0,84427.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,SPEECH THRPST/SPEECH-LANG PATH,3.0,159780.0,53260.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,TEACHER FACILITATOR,9.0,563240.0,62582.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,SUPPORT STAFF,TOTAL SUPPORT STAFF,79.62,5631059.0,70728.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,ASSISTANT PRINCIPAL,15.0,1153996.0,76933.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,ASST/ASSOC/DEPUTY SUPERINTEND.,2.0,287734.0,143867.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,ATHLETIC DIRECTOR,2.0,290598.0,145299.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,BUSINESS MANAGER,1.0,138020.0,138020.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,DIST INSTR PGM DIR OR EXC DIR,4.0,460941.0,115235.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,PRINCIPAL,12.0,1142351.0,95196.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,SUPERINTENDENT/CAO/CEO/PRESDNT,1.0,315000.0,315000.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,ADMINISTRATIVE STAFF,TOTAL ADMINISTRATIVE STAFF,37.0,3788640.0,102396.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD, ,TOTAL PROFESSIONAL STAFF,551.74,35370062.0,64106.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,PARAPROFESSIONAL STAFF,EDUCATIONAL AIDE,84.8,1842760.0,21732.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,PARAPROFESSIONAL STAFF,TOTAL PARAPROFESSIONAL STAFF,84.8,1842760.0,21732.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,BUSNESS/FINANCE CLERICAL,4.0,279687.0,69922.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,CAMPUS OFFICE/CLERICAL,31.75,1063195.0,33482.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,CENTRAL OFFICE/CLERICAL,14.83,640964.0,43209.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,CHILD NUTRITION,1.0,41782.0,41782.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,CUSTODIAL-STAFF SRV IN AUX/SPT,60.98,1567762.0,25710.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,ELECTRICIAN,1.0,36686.0,36686.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,HUMAN RESOURCES (CRT-HR SPECIA,3.63,202671.0,55817.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,HVAC,3.0,145313.0,48438.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,INFORMATION TECHNOLOGY TECHNIC,5.0,278395.0,55679.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,MAINTENANCE-STF SRV IN AUX/SPT,11.0,385174.0,35016.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,OTHR NON-EXEMPT AUX INC VOLUNT,9.75,199808.0,20485.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,PAINTER,1.0,15914.0,15914.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,PLUMBER,2.0,98925.0,49463.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,SAFETY/SECURITY,25.76,589363.0,22878.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD,AUXILIARY STAFF,TRANSPORTATION,65.09,1519453.0,23343.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD, ,TOTAL AUXILIARY STAFF,239.81,7065092.0,29462.0,2018-2019
10,DALLAS COUNTY,57913.0,LANCASTER ISD,TRADITIONAL ISD/CSD, ,TOTAL PERSONNEL,876.34,44277914.0,50526.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,KINDERGARTEN,5.63,284045.0,50414.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ELEMENTARY (GRADES 1-6),4.42,225548.0,51022.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,MIDDLE SCHOOL (GRADES 6 - 8),4.07,200072.0,49177.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,ALL GRADE LEVELS,11.12,553952.0,49833.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 1,5.28,267768.0,50746.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 2,5.22,265970.0,50923.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 3,6.58,321976.0,48958.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 4,6.49,329946.0,50849.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 5,6.8,340332.0,50081.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 6,5.34,267002.0,49965.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 7,6.17,300528.0,48710.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADE 8,4.18,211639.0,50637.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,GRADES 9-12,32.5,1639700.0,50447.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,TEACHING STAFF,TOTAL TEACHING STAFF,103.8,5208478.0,50180.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,BUSINESS SERVICES PROFESSIONAL,1.0,60000.0,60000.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,FOOD SERVICE PROFESSIONAL,1.0,38844.0,38844.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,LEA/CMP INFO TECH PROFESSIONAL,3.0,211489.0,70496.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTH CAMP EXEMPT PROFESSNAL AUX,2.0,120615.0,60308.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,OTHR LEA EXEMPT PROFESSNAL AUX,6.0,449675.0,74946.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,SCHOOL COUNSELOR,4.0,270760.0,67690.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TEACHER FACILITATOR,5.08,325412.0,64097.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,SUPPORT STAFF,TOTAL SUPPORT STAFF,22.08,1476795.0,66893.0,2018-2019
10,DALLAS COUNTY,57846.0,LEGACY PREPARATORY,OPEN ENROLLMENT CHARTER,ADMINISTRATIVE STAFF,BUSINESS MANAGER,1.0,110160.0,110160.0,2018-2019
